number_of_elements,mean_atomic_mass,mean_fie,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_FusionHeat,mean_ThermalConductivity,mean_Valence,critical_temp,Superconductivity Type
5,88.95048,806.68,163.2,5632.4858,66.17,7.9544,109.805316,2.2,56.3,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,56.3,1
5,89.74688,728.22,174.2,4422.2858,67.176,7.2844,94.005316,2.2,56.4,1
5,101.62801,725.46,186.2,5292.8858,76.17,7.3444,88.805316,2.6,56.4,1
5,63.22488064,1047.7,119.6,4191.425,124.04,10.0964,28.410856,2.8,56.4,1
5,74.23165,816.36,160,4816.6858,62.09,8.0144,111.005316,2.2,56.5,1
4,91.8081,775.175,171,4956.10725,82.3375,7.4555,107.756645,2.25,56.5,1
5,101.77514,739.7,164.2,5390.2858,61.016,6.7044,99.805316,2.2,56.5,1
4,90.2786,773.025,163,4870.35725,82.3375,7.1055,108.756645,2.25,56.5,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,56.5,1
6,80.99113333,746.35,147.5,4804.238167,65.98333333,7.725333333,112.00443,2.666666667,56.5,1
5,89.17885,743.22,168.6,4726.4858,72.09,7.6444,89.205316,2.6,56.5,1
7,80.92317857,770.9428571,160.7142857,5293.061286,47.97142857,7.020285714,98.47522571,2.285714286,56.5,1
7,62.32489286,789.1714286,150.1428571,3427.632714,77.88285714,13.20742857,71.03308286,2.857142857,56.5,1
7,90.3777,734.6857143,165.2857143,5665.347,59,11.04742857,102.2895114,2.857142857,56.5,1
4,91.8081,775.175,171,4956.10725,82.3375,7.4555,107.756645,2.25,56.5,1
6,112.512675,703.6166667,186.8333333,5448.5715,72.05833333,7.170333333,81.17109667,2.666666667,56.6,1
5,61.357238,897.46,142.2,3388.70378,76.65,6.656,87.041416,2,56.6,1
7,89.69784286,732.6857143,165.5714286,5591.775571,59,9.790285714,101.7180829,2.857142857,56.6,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,56.65,1
6,51.35999167,816.2666667,147.5,3312.238167,76.55,24.377,132.00443,2.5,56.7,1
6,90.52137833,817.95,144,4643.5715,110.3666667,8.087,107.24593,3.333333333,56.7,1
5,95.50928,742.52,177.4,4334.2858,67.176,7.4044,98.405316,2.2,56.7,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,56.7,1
7,77.80089286,782.2428571,166.4285714,5093.489857,44.92857143,8.893142857,97.47522571,2.428571429,56.75,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,56.8,1
5,74.23165,816.36,160,4816.6858,62.09,8.0144,111.005316,2.2,56.8,1
5,74.23165,816.36,160,4816.6858,62.09,8.0144,111.005316,2.2,56.9,1
5,89.33718,740.52,181,4716.6858,72.09,7.9244,89.605316,2.6,56.9,1
5,74.23165,816.36,160,4816.6858,62.09,8.0144,111.005316,2.2,56.9,1
5,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,57,1
5,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,57,1
5,74.23165,816.36,160,4816.6858,62.09,8.0144,111.005316,2.2,57,1
5,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,57,1
6,90.01631167,703.7666667,173.5,4529.5715,63.78666667,7.210333333,108.00443,2.333333333,57,1
5,84.376144,744.8,173.2,4563.2858,66.644,9.3724,126.805316,2.2,57,1
5,88.679574,730.14,172,4249.4858,66.776,7.1244,93.205316,2.2,57,1
6,78.67813333,776.4166667,150.8333333,5132.5715,63.78333333,9.093666667,120.3377633,2.666666667,57,1
5,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,57,1
5,74.23165,816.36,160,4816.6858,62.09,8.0144,111.005316,2.2,57,1
5,89.33718,740.52,181,4716.6858,72.09,7.9244,89.605316,2.6,57,1
5,82.942213,771.96,158.6,5503.4858,78.51,8.7644,106.205316,2.6,57,1
4,32.908525,933.3,113.5,3192.85725,105.4175,31.7155,185.006645,2.5,57,1
5,89.33718,740.52,181,4716.6858,72.09,7.9244,89.605316,2.6,57,1
5,79.171174,738.22,167,4033.4858,66.244,7.2324,126.205316,2.2,57,1
5,72.89433,782.44,161.4,5170.2858,84.49,9.9844,105.205316,2.2,57,1
6,92.85524167,737.6666667,166,4926.904833,69.5,7.943666667,109.3377633,2.833333333,57,1
5,79.171174,738.22,167,4033.4858,66.244,7.2324,126.205316,2.2,57,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,57,1
6,92.85524167,737.6666667,166,4926.904833,69.5,7.943666667,109.3377633,2.833333333,57,1
6,95.47080833,698.2666667,184,5083.738167,64.12,9.793666667,107.8377633,2.5,57,1
5,83.39188,770.24,161.6,5471.0858,69.31,8.4444,102.805316,2.4,57,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,57,1
6,67.4649075,753.9166667,167.3333333,4565.5715,63.00333333,9.577,122.50443,2.5,57,1
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,57,1
6,80.85525,861.8833333,148.5,6575.904833,56.28833333,8.577,109.55443,2.666666667,57,1
5,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,57,1
5,72.942289,786.82,162,5168.6858,74.83,9.7844,107.005316,2.6,57.1,1
5,88.679574,730.14,172,4249.4858,66.776,7.1244,93.205316,2.2,57.1,1
6,91.95711667,720.9166667,157.8333333,5280.0715,57.5,6.593666667,115.3377633,2.5,57.1,1
5,99.337104,725.66,177.6,5051.4858,75.77,6.9044,88.805316,2.6,57.1,1
5,79.171174,738.22,167,4033.4858,66.244,7.2324,126.205316,2.2,57.1,1
5,63.22488064,1047.7,119.6,4191.425,124.04,10.0964,28.410856,2.8,57.1,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,57.2,1
5,100.40441,723.74,179.8,5224.2858,76.17,7.0644,89.605316,2.6,57.2,1
7,109.7712707,780.3714286,163.4285714,7055.061286,53.11142857,7.430285714,86.76094,2.428571429,57.3,1
5,79.171174,738.22,167,4033.4858,66.244,7.2324,126.205316,2.2,57.3,1
5,74.23165,816.36,160,4816.6858,62.09,8.0144,111.005316,2.2,57.4,1
5,89.33718,740.52,181,4716.6858,72.09,7.9244,89.605316,2.6,57.4,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,57.4,1
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,57.45,1
8,111.936475,720.85,161.5,6184.053625,60.5,7.349,96.3783225,2.875,57.5,1
8,111.936475,720.85,161.5,6184.053625,60.5,7.349,96.3783225,2.875,57.5,1
4,109.1184675,722.05,175.5,4166.85725,64.7375,5.4055,12.006645,2.5,57.5,1
6,67.4649075,753.9166667,167.3333333,4565.5715,63.00333333,9.577,122.50443,2.5,57.5,1
6,67.4649075,753.9166667,167.3333333,4565.5715,63.00333333,9.577,122.50443,2.5,57.5,1
5,101.62801,725.46,186.2,5292.8858,76.17,7.3444,88.805316,2.6,57.5,1
7,96.48855714,752.4285714,152.7142857,5921.632714,66.84285714,9.433142857,110.2895114,3.285714286,57.5,1
5,74.23165,816.36,160,4816.6858,62.09,8.0144,111.005316,2.2,57.5,1
5,74.23165,816.36,160,4816.6858,62.09,8.0144,111.005316,2.2,57.6,1
5,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,57.6,1
5,74.23165,816.36,160,4816.6858,62.09,8.0144,111.005316,2.2,57.6,1
5,89.33718,740.52,181,4716.6858,72.09,7.9244,89.605316,2.6,57.6,1
6,92.521545,740.0833333,157.3333333,4844.5715,69.16666667,7.843666667,109.3377633,2.666666667,57.6,1
5,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,57.7,1
5,103.00601,736.28,185.2,5402.4858,76.17,7.6444,88.405316,2.6,57.7,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,57.7,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,57.7,1
6,89.46058667,702.95,180.3333333,4467.904833,63.78666667,7.177,107.3377633,2.5,57.7,1
5,74.23165,816.36,160,4816.6858,62.09,8.0144,111.005316,2.2,57.8,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,57.85,1
5,101.94881,726.82,184.8,4871.0858,76.17,7.5044,89.005316,2.6,57.9,1
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,57.9,1
6,80.79362,717.75,174.5,4106.5715,60.38666667,7.927,108.00443,2.333333333,57.9,1
5,72.942289,786.82,162,5168.6858,74.83,9.7844,107.005316,2.6,57.9,1
5,89.33718,740.52,181,4716.6858,72.09,7.9244,89.605316,2.6,57.97,1
5,74.23165,816.36,160,4816.6858,62.09,8.0144,111.005316,2.2,58,1
5,66.55195772,750.64,155.2,3928.6858,70.59,8.6844,134.005316,2.4,58,1
5,72.942289,786.82,162,5168.6858,74.83,9.7844,107.005316,2.6,58,1
5,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,58,1
5,72.89433,782.44,161.4,5170.2858,84.49,9.9844,105.205316,2.2,58,1
4,105.313925,787.375,150.5,6080.35725,74.6375,6.3805,116.006645,2.25,58,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,58,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,58,1
5,103.00601,736.28,185.2,5402.4858,76.17,7.6444,88.405316,2.6,58,1
6,91.70659167,725.7166667,168,5057.238167,55.58666667,7.577,113.50443,2.333333333,58,1
5,62.54385,739.18,165,3495.6858,74.01,7.1444,104.005316,2,58,1
5,62.54385,739.18,165,3495.6858,74.01,7.1444,104.005316,2,58,1
5,60.78765,776.06,160,4114.0858,61.826,10.2844,94.805316,2.6,58,1
7,70.34420643,724.6428571,174.7142857,4289.061286,54.93571429,9.351714286,110.0037971,2.428571429,58,1
6,90.52137833,817.95,144,4643.5715,110.3666667,8.087,107.24593,3.333333333,58,1
6,86.18218333,866.8833333,150.5,5149.238167,73.54666667,22.76866667,100.2210967,2.333333333,58,1
5,89.33718,740.52,181,4716.6858,72.09,7.9244,89.605316,2.6,58,1
5,79.171174,738.22,167,4033.4858,66.244,7.2324,126.205316,2.2,58,1
6,71.64194167,803,158.1666667,5498.5715,70.65833333,9.545333333,107.6710967,2.166666667,58,1
6,91.70659167,725.7166667,168,5057.238167,55.58666667,7.577,113.50443,2.333333333,58,1
5,92.74308,859.58,154.6,7081.0858,68.766,11.9224,116.465316,2.8,58,1
5,64.69816064,957.92,141.4,3020.625,122.776,5.9164,90.610856,1.8,58,1
5,72.942289,786.82,162,5168.6858,74.83,9.7844,107.005316,2.6,58,1
6,92.51800833,711.8,186.6666667,4760.404833,64.12,7.793666667,107.00443,2.5,58,1
5,83.9503,853.1,149.8,6463.0858,67.246,8.8224,107.465316,2.8,58,1
7,108.2459214,776,166.7142857,6156.489857,59.78571429,7.136,94.90379714,2.714285714,58,1
6,91.074375,795.2333333,170.5,5337.904833,52.38666667,7.258666667,107.2210967,2.166666667,58,1
6,79.1928325,776.25,150.1666667,5303.5715,71.78333333,9.493666667,123.8377633,2.833333333,58,1
6,88.1058,794.4333333,151.6666667,5261.904833,61.16666667,7.843666667,123.1710967,2.5,58,1
5,86.38344,732.6,171.4,4772.4858,66.644,10.3724,126.805316,2.2,58,1
5,101.94881,726.82,184.8,4871.0858,76.17,7.5044,89.005316,2.6,58,1
6,92.18431167,714.2166667,178,4678.0715,63.78666667,7.693666667,107.00443,2.333333333,58,1
6,90.01631167,703.7666667,173.5,4529.5715,63.78666667,7.210333333,108.00443,2.333333333,58,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,58,1
7,77.22953143,723.6571429,171.8571429,4644.775571,54.21714286,8.766,103.86094,2.428571429,58,1
6,81.68304167,716.15,176.3333333,4250.5715,60.72,8.060333333,108.6710967,2.333333333,58,1
6,97.99756667,746.4333333,175.1666667,6735.5715,79.12166667,11.35366667,96.17109667,3,58,1
6,92.08905833,718.6666667,168.1666667,5271.904833,57.5,6.827,115.6710967,2.5,58,1
5,74.23165,816.36,160,4816.6858,62.09,8.0144,111.005316,2.2,58,1
6,81.12731667,715.3333333,183.1666667,4188.904833,60.72,8.027,108.00443,2.5,58,1
5,74.23165,816.36,160,4816.6858,62.09,8.0144,111.005316,2.2,58,1
6,95.33886667,700.5166667,173.6666667,5091.904833,64.12,9.560333333,107.50443,2.5,58,1
5,87.04348,777.34,166,5779.2858,69.31,9.2444,101.605316,2.4,58,1
6,92.85524167,737.6666667,166,4926.904833,69.5,7.943666667,109.3377633,2.833333333,58,1
8,94.44298375,674.0375,180.375,4751.053625,52.45625,7.17775,94.8783225,2.375,58,1
6,79.7807825,837.2666667,150.1666667,6869.238167,66.905,10.052,106.2210967,3,58,1
6,82.789875,802.9833333,164.8333333,5191.238167,50.9,7.258666667,110.05443,2.166666667,58,1
7,90.3777,734.6857143,165.2857143,5665.347,59,11.04742857,102.2895114,2.857142857,58.1,1
5,75.10025,750.94,158.8,4569.4858,67.87,7.6624,92.805316,2.4,58.2,1
7,81.50137857,774.3714286,157.5714286,4933.347,56.87142857,8.501714286,111.4323686,2.571428571,58.2,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,58.2,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,58.3,1
5,101.62801,725.46,186.2,5292.8858,76.17,7.3444,88.805316,2.6,58.3,1
6,90.52137833,817.95,144,4643.5715,110.3666667,8.087,107.24593,3.333333333,58.3,1
5,89.33718,740.52,181,4716.6858,72.09,7.9244,89.605316,2.6,58.4,1
6,84.711145,759.7166667,166,4802.904833,55.45333333,7.077,121.1710967,2.166666667,58.4,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,58.4,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,58.4,1
6,92.85524167,737.6666667,166,4926.904833,69.5,7.943666667,109.3377633,2.833333333,58.45,1
5,103.00601,736.28,185.2,5402.4858,76.17,7.6444,88.405316,2.6,58.5,1
5,78.67965,745,175.4,3914.6858,63.096,8.1444,94.005316,2.2,58.5,1
5,89.33718,740.52,181,4716.6858,72.09,7.9244,89.605316,2.6,58.5,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,58.5,1
6,74.873875,747.35,172.1666667,4574.5715,55.44666667,9.087,91.50443,2.333333333,58.5,1
7,68.32617857,751.1142857,159.2857143,4595.347,47.97142857,7.593142857,111.0037971,2.285714286,58.5,1
5,85.99348,782.78,167,5649.2858,69.31,9.0244,101.605316,2.4,58.7,1
5,74.23165,816.36,160,4816.6858,62.09,8.0144,111.005316,2.2,58.7,1
5,103.00601,736.28,185.2,5402.4858,76.17,7.6444,88.405316,2.6,58.7,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,58.7,1
5,89.33718,740.52,181,4716.6858,72.09,7.9244,89.605316,2.6,58.7,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,58.7,1
5,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,58.8,1
7,90.3777,734.6857143,165.2857143,5665.347,59,11.04742857,102.2895114,2.857142857,58.8,1
7,90.3777,734.6857143,165.2857143,5665.347,59,11.04742857,102.2895114,2.857142857,58.8,1
7,90.3777,734.6857143,165.2857143,5665.347,59,11.04742857,102.2895114,2.857142857,58.8,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,58.8,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,58.9,1
6,83.89154167,754.5166667,162,4825.5715,56.75,7.672,114.50443,2.5,58.9,1
5,72.942289,786.82,162,5168.6858,74.83,9.7844,107.005316,2.6,58.9,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,58.9,1
6,79.1928325,776.25,150.1666667,5303.5715,71.78333333,9.493666667,123.8377633,2.833333333,58.9,1
6,79.1928325,776.25,150.1666667,5303.5715,71.78333333,9.493666667,123.8377633,2.833333333,58.9,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,58.9,1
5,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,59,1
5,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,59,1
5,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,59,1
5,74.23165,816.36,160,4816.6858,62.09,8.0144,111.005316,2.2,59,1
5,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,59,1
4,104.3656,891.65,154.25,6501.35725,69.8375,5.903,106.581645,2,59,1
5,80.23848,736.3,169.2,4206.2858,66.644,7.3924,127.005316,2.2,59,1
5,89.33718,740.52,181,4716.6858,72.09,7.9244,89.605316,2.6,59,1
6,93.05931167,709.6833333,177.1666667,4786.404833,63.78666667,7.877,107.00443,2.333333333,59,1
6,93.18281667,761.6333333,177.6666667,5372.238167,60.325,7.653666667,90.67109667,2.5,59,1
6,67.4649075,753.9166667,167.3333333,4565.5715,63.00333333,9.577,122.50443,2.5,59,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,59,1
6,94.40123333,743.1,165.1666667,4954.238167,60.15,7.322,114.00443,2.5,59,1
6,71.16720833,806.8166667,159.3333333,5326.238167,54.60833333,8.978666667,105.6710967,2.333333333,59,1
5,74.23165,816.36,160,4816.6858,62.09,8.0144,111.005316,2.2,59,1
4,104.3656,891.65,154.25,6501.35725,69.8375,5.903,106.581645,2,59,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,59,1
5,86.52248,801.3,165.2,5392.8858,66.17,7.4344,110.205316,2.2,59,1
5,101.94881,726.82,184.8,4871.0858,76.17,7.5044,89.005316,2.6,59,1
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,59,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,59,1
6,79.74081667,833.6166667,149.6666667,6870.5715,74.955,10.21866667,104.7210967,2.666666667,59,1
6,84.711145,759.7166667,166,4802.904833,55.45333333,7.077,121.1710967,2.166666667,59,1
5,62.38325,796.32,156,4787.4858,63.446,9.3044,106.205316,2.4,59,1
4,105.313925,787.375,150.5,6080.35725,74.6375,6.3805,116.006645,2.25,59,1
5,89.33718,740.52,181,4716.6858,72.09,7.9244,89.605316,2.6,59.1,1
5,106.54937,720.04,182,5790.4858,76.17,10.0444,89.405316,2.6,59.1,1
7,86.6221798,723.2714286,157.7142857,5139.489857,57.84285714,8.904571429,131.5752257,2.571428571,59.1,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,59.1,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,59.1,1
5,89.33718,740.52,181,4716.6858,72.09,7.9244,89.605316,2.6,59.2,1
4,91.8081,775.175,171,4956.10725,82.3375,7.4555,107.756645,2.25,59.2,1
5,94.01648,767.92,173.8,6130.4858,80.55,13.4644,113.605316,3,59.2,1
6,91.95711667,720.9166667,157.8333333,5280.0715,57.5,6.593666667,115.3377633,2.5,59.3,1
5,89.33718,740.52,181,4716.6858,72.09,7.9244,89.605316,2.6,59.3,1
5,66.55195772,750.64,155.2,3928.6858,70.59,8.6844,134.005316,2.4,59.4,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,59.4,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,59.4,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,59.4,1
5,83.9503,853.1,149.8,6463.0858,67.246,8.8224,107.465316,2.8,59.5,1
7,81.50137857,774.3714286,157.5714286,4933.347,56.87142857,8.501714286,111.4323686,2.571428571,59.5,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,59.53,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,59.6,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,59.7,1
5,79.171174,738.22,167,4033.4858,66.244,7.2324,126.205316,2.2,59.7,1
5,72.942289,786.82,162,5168.6858,74.83,9.7844,107.005316,2.6,59.7,1
5,100.40441,723.74,179.8,5224.2858,76.17,7.0644,89.605316,2.6,59.7,1
5,89.33718,740.52,181,4716.6858,72.09,7.9244,89.605316,2.6,59.7,1
4,91.8081,775.175,171,4956.10725,82.3375,7.4555,107.756645,2.25,59.8,1
5,89.33718,740.52,181,4716.6858,72.09,7.9244,89.605316,2.6,59.8,1
6,80.79362,717.75,174.5,4106.5715,60.38666667,7.927,108.00443,2.333333333,59.8,1
5,99.337104,725.66,177.6,5051.4858,75.77,6.9044,88.805316,2.6,59.8,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,59.9,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,59.9,1
6,80.7872981,716.6833333,167.8333333,4147.904833,67.40833333,8.787,114.00443,2.5,59.9,1
5,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,60,1
4,90.2786,773.025,163,4870.35725,82.3375,7.1055,108.756645,2.25,60,1
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,60,1
5,74.23165,816.36,160,4816.6858,62.09,8.0144,111.005316,2.2,60,1
5,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,60,1
5,94.141714,750,176.8,5147.6858,72.09,9.9444,90.205316,2.4,60,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,60,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,60,1
5,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,60,1
5,89.33718,740.52,181,4716.6858,72.09,7.9244,89.605316,2.6,60,1
5,97.92365,789.14,170.2,7238.6858,77.81,13.5444,121.005316,3,60,1
7,88.30960714,726.4428571,161.1428571,5180.489857,52.98571429,7.041714286,109.86094,2.571428571,60,1
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,60,1
6,93.11423333,740.5333333,161,5248.5715,60.15,6.955333333,114.50443,2.5,60,1
6,94.40123333,743.1,165.1666667,4954.238167,60.15,7.322,114.00443,2.5,60,1
6,95.28223333,750.9833333,165.5,5397.0715,60.15,7.438666667,113.50443,2.5,60,1
5,89.33718,740.52,181,4716.6858,72.09,7.9244,89.605316,2.6,60,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,60,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,60,1
5,106.39104,722.74,169.6,5800.2858,76.17,9.7644,89.005316,2.6,60,1
6,51.35999167,816.2666667,147.5,3312.238167,76.55,24.377,132.00443,2.5,60,1
4,83.6061,797.025,159.5,5164.35725,80.1075,10.3055,112.506645,2.25,60,1
7,98.88448571,753.4428571,166.8571429,5767.775571,53.9,6.393142857,95.90379714,2.428571429,60,1
5,64.69816064,957.92,141.4,3020.625,122.776,5.9164,90.610856,1.8,60,1
7,109.7712707,780.3714286,163.4285714,7055.061286,53.11142857,7.430285714,86.76094,2.428571429,60,1
6,91.95711667,720.9166667,157.8333333,5280.0715,57.5,6.593666667,115.3377633,2.5,60,1
5,82.32534,757.08,152.4,4998.2858,58.7,6.8124,136.205316,2.2,60,1
6,80.79362,717.75,174.5,4106.5715,60.38666667,7.927,108.00443,2.333333333,60,1
5,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,60,1
7,107.2613643,765.7571429,168.4285714,6268.204143,47.86,6.821714286,98.47522571,2.285714286,60,1
6,78.67813333,776.4166667,150.8333333,5132.5715,63.78333333,9.093666667,120.3377633,2.666666667,60,1
5,69.229774,747.52,160.2,3857.4858,64.46,7.2324,129.605316,2.2,60,1
4,104.3656,891.65,154.25,6501.35725,69.8375,5.903,106.581645,2,60,1
6,79.1928325,776.25,150.1666667,5303.5715,71.78333333,9.493666667,123.8377633,2.833333333,60,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,60,1
5,74.23165,816.36,160,4816.6858,62.09,8.0144,111.005316,2.2,60,1
6,76.872645,766.15,162.8333333,4551.238167,55.45333333,7.252,125.1710967,2.166666667,60,1
6,92.7233,739.9166667,155.6666667,4935.0715,69.5,7.710333333,109.00443,2.833333333,60,1
6,88.1058,794.4333333,151.6666667,5261.904833,61.16666667,7.843666667,123.1710967,2.5,60,1
5,105.342852,735.24,183,5686.2858,76.17,9.0044,89.605316,2.6,60,1
5,95.50928,742.52,177.4,4334.2858,67.176,7.4044,98.405316,2.2,60,1
6,98.4599,832.8166667,131.5,6173.5715,80.27166667,22.54866667,109.3377633,2.833333333,60,1
5,89.33718,740.52,181,4716.6858,72.09,7.9244,89.605316,2.6,60,1
6,103.9039667,769.1,150.5,5710.238167,67.01666667,7.588666667,113.00443,2.833333333,60,1
4,76.4445625,794,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,60,1
5,104.542074,732.24,183.8,5581.2858,76.17,9.0444,89.405316,2.6,60,1
5,79.171174,738.22,167,4033.4858,66.244,7.2324,126.205316,2.2,60,1
7,96.48855714,752.4285714,152.7142857,5921.632714,66.84285714,9.433142857,110.2895114,3.285714286,60,1
